datetime,lat,lon,waveTp,waveHs,waveTm,waveMeanDirection
2024-10-10 21:00:00,41.916672,-69.75,4.9609375,1.3046875,5.234375,354.578125
2024-10-10 22:00:00,41.916672,-69.75,5.0,1.359375,5.1875,351.46875
2024-10-10 23:00:00,41.916672,-69.75,5.0546875,1.421875,5.140625,348.7734375
2024-10-11 00:00:00,41.916672,-69.75,5.125,1.515625,5.1328125,345.921875
2024-10-11 01:00:00,41.916672,-69.75,5.375,1.609375,5.1875,344.8203125
2024-10-11 02:00:00,41.916672,-69.75,5.5546875,1.6640625,5.2734375,344.9296875
2024-10-11 03:00:00,41.916672,-69.75,5.640625,1.6875,5.3359375,344.484375
2024-10-11 04:00:00,41.916672,-69.75,5.734375,1.7109375,5.3828125,343.40625
2024-10-11 05:00:00,41.916672,-69.75,5.84375,1.7265625,5.40625,342.4140625
2024-10-11 06:00:00,41.916672,-69.75,5.921875,1.734375,5.421875,341.90625
2024-10-11 07:00:00,41.916672,-69.75,5.9296875,1.71875,5.421875,341.5703125
2024-10-11 08:00:00,41.916672,-69.75,5.875,1.6875,5.3984375,341.3203125
2024-10-11 09:00:00,41.916672,-69.75,5.796875,1.640625,5.359375,341.0625
2024-10-11 10:00:00,41.916672,-69.75,5.75,1.5546875,5.3515625,341.828125
2024-10-11 11:00:00,41.916672,-69.75,5.6875,1.453125,5.3125,342.546875
2024-10-11 12:00:00,41.916672,-69.75,5.59375,1.3828125,5.25,342.5859375
2024-10-11 13:00:00,41.916672,-69.75,5.4765625,1.3046875,5.21875,343.125
2024-10-11 14:00:00,41.916672,-69.75,5.34375,1.2109375,5.2109375,343.8203125
2024-10-11 15:00:00,41.916672,-69.75,5.21875,1.1171875,5.234375,345.1015625
2024-10-11 16:00:00,41.916672,-69.75,5.1171875,1.03125,5.2890625,347.0390625
2024-10-11 17:00:00,41.916672,-69.75,5.0078125,0.96875,5.328125,348.0703125
2024-10-11 18:00:00,41.916672,-69.75,4.8359375,0.9140625,5.390625,349.0625
2024-10-11 19:00:00,41.916672,-69.75,4.6796875,0.8671875,5.484375,351.0078125
2024-10-11 20:00:00,41.916672,-69.75,12.03125,0.828125,5.5390625,350.546875
2024-10-11 21:00:00,41.916672,-69.75,12.0,0.8125,5.515625,339.59375
2024-10-11 22:00:00,41.916672,-69.75,11.96875,0.78125,5.625,328.1015625
2024-10-11 23:00:00,41.916672,-69.75,11.9375,0.7734375,5.640625,178.4296875
2024-10-12 00:00:00,41.916672,-69.75,11.90625,0.78125,5.4921875,191.0390625
2024-10-12 01:00:00,41.916672,-69.75,11.875,0.8125,5.3203125,204.25
2024-10-12 02:00:00,41.916672,-69.75,11.828125,0.84375,5.15625,217.5703125
2024-10-12 03:00:00,41.916672,-69.75,3.4765625,0.875,5.0625,225.640625
2024-10-12 04:00:00,41.916672,-69.75,3.515625,0.890625,5.03125,226.2265625
2024-10-12 05:00:00,41.916672,-69.75,3.578125,0.921875,4.9921875,222.84375
2024-10-12 06:00:00,41.916672,-69.75,3.7421875,0.9765625,4.921875,219.3828125
2024-10-12 07:00:00,41.916672,-69.75,3.828125,1.046875,4.8515625,216.046875
2024-10-12 08:00:00,41.916672,-69.75,4.0625,1.1328125,4.796875,214.7734375
2024-10-12 09:00:00,41.916672,-69.75,4.171875,1.203125,4.8046875,216.671875
2024-10-12 10:00:00,41.916672,-69.75,4.1796875,1.2109375,4.8671875,220.8203125
2024-10-12 11:00:00,41.916672,-69.75,4.1328125,1.21875,4.875,226.015625
2024-10-12 12:00:00,41.916672,-69.75,4.1328125,1.2421875,4.859375,232.3671875
2024-10-12 13:00:00,41.916672,-69.75,4.1796875,1.2578125,4.875,242.40625
2024-10-12 14:00:00,41.916672,-69.75,4.21875,1.265625,4.90625,260.5859375
2024-10-12 15:00:00,41.916672,-69.75,4.3203125,1.2265625,5.0234375,280.4140625
2024-10-12 16:00:00,41.916672,-69.75,4.359375,1.140625,5.1875,293.8046875
2024-10-12 17:00:00,41.916672,-69.75,11.65625,1.046875,5.3203125,303.0390625
2024-10-12 18:00:00,41.916672,-69.75,11.4921875,0.984375,5.421875,312.46875
2024-10-12 19:00:00,41.916672,-69.75,11.265625,0.9375,5.5234375,322.765625
2024-10-12 20:00:00,41.916672,-69.75,11.125,0.90625,5.625,333.078125
2024-10-12 21:00:00,41.916672,-69.75,11.046875,0.875,5.7109375,342.3125
2024-10-12 22:00:00,41.916672,-69.75,11.0,0.859375,5.8046875,350.3671875
2024-10-12 23:00:00,41.916672,-69.75,10.96875,0.84375,5.8203125,355.0859375
2024-10-13 00:00:00,41.916672,-69.75,10.9453125,0.859375,5.6953125,354.7578125
2024-10-13 01:00:00,41.916672,-69.75,10.921875,0.875,5.5390625,353.75
2024-10-13 02:00:00,41.916672,-69.75,10.8984375,0.890625,5.4140625,354.03125
2024-10-13 03:00:00,41.916672,-69.75,10.875,0.9296875,5.2734375,355.2578125
2024-10-13 04:00:00,41.916672,-69.75,10.8515625,0.9921875,5.1484375,357.3359375
2024-10-13 05:00:00,41.916672,-69.75,4.9140625,1.046875,5.1171875,0.140625
2024-10-13 06:00:00,41.916672,-69.75,5.0234375,1.078125,5.109375,1.84375
2024-10-13 07:00:00,41.916672,-69.75,5.109375,1.0546875,5.1875,4.078125
2024-10-13 08:00:00,41.916672,-69.75,5.140625,0.9921875,5.3046875,6.9921875
2024-10-13 09:00:00,41.916672,-69.75,5.109375,0.921875,5.4375,10.453125
2024-10-13 10:00:00,41.916672,-69.75,5.046875,0.84375,5.609375,14.9921875
2024-10-13 11:00:00,41.916672,-69.75,10.2890625,0.7890625,5.7734375,20.5390625
2024-10-13 12:00:00,41.916672,-69.75,10.203125,0.734375,5.9609375,27.4609375
2024-10-13 13:00:00,41.916672,-69.75,10.1484375,0.6875,6.1640625,36.0859375
2024-10-13 14:00:00,41.916672,-69.75,10.109375,0.65625,6.390625,46.3671875
2024-10-13 15:00:00,41.916672,-69.75,10.0859375,0.625,6.6328125,57.96875
2024-10-13 16:00:00,41.916672,-69.75,10.078125,0.6015625,6.8984375,70.1796875
2024-10-13 17:00:00,41.916672,-69.75,10.0859375,0.578125,7.203125,82.4765625
2024-10-13 18:00:00,41.916672,-69.75,10.109375,0.5625,7.53125,93.4453125
2024-10-13 19:00:00,41.916672,-69.75,10.15625,0.5546875,7.8359375,102.3203125
2024-10-13 20:00:00,41.916672,-69.75,10.25,0.5546875,7.8828125,109.0078125
2024-10-13 21:00:00,41.916672,-69.75,10.40625,0.6953125,6.046875,118.8671875
